id,title,context,question,answers,metadata
b2bd7da2b2ea4d5cec092dee9c2ba11400888b90,Switzerland,"Aside from the official forms of their respective languages, the four linguistic regions of Switzerland also have their local dialectal forms. The role played by dialects in each linguistic region varies dramatically: in the German-speaking regions, Swiss German dialects have become ever more prevalent since the second half of the 20th century, especially in the media, such as radio and television, and are used as an everyday language, while the Swiss variety of Standard German is almost always used instead of dialect for written communication (c.f. diglossic usage of a language). Conversely, in the French-speaking regions the local dialects have almost disappeared (only 6.3% of the population of Valais, 3.9% of Fribourg, and 3.1% of Jura still spoke dialects at the end of the 20th century), while in the Italian-speaking regions dialects are mostly limited to family settings and casual conversation.","In which area did a smaller percentage of the population speak dialects at the end of the 20th century, Valais or Jura?","{'text': array(['Jura'], dtype=object), 'answer_start': array([744])}","{'split': 'train', 'model_in_the_loop': 'Combined'}"
405a9afdfbaa9f79a6c7f4445da023e3dd3b7725,Switzerland,"In the Early Middle Ages, from the end of the 4th century, the western extent of modern-day Switzerland was part of the territory of the Kings of the Burgundians. The Alemanni settled the Swiss plateau in the 5th century and the valleys of the Alps in the 8th century, forming Alemannia. Modern-day Switzerland was therefore then divided between the kingdoms of Alemannia and Burgundy. The entire region became part of the expanding Frankish Empire in the 6th century, following Clovis I's victory over the Alemanni at Tolbiac in 504 AD, and later Frankish domination of the Burgundians.",what is the second to last time period mentioned?,"{'text': array(['6th century'], dtype=object), 'answer_start': array([456])}","{'split': 'train', 'model_in_the_loop': 'Combined'}"
db77418ede3781075f59dac64539109b5edff1ac,Switzerland,"The World Economic Forum's Global Competitiveness Report currently ranks Switzerland's economy as the most competitive in the world, while ranked by the European Union as Europe's most innovative country. For much of the 20th century, Switzerland was the wealthiest country in Europe by a considerable margin (by GDP – per capita). In 2007 the gross median household income in Switzerland was an estimated 137,094 USD at Purchasing power parity while the median income was 95,824 USD. Switzerland also has one of the world's largest account balances as a percentage of GDP.",In what era was the world's most competitive country also most prosperous in its affiliated group?,"{'text': array(['much of the 20th century'], dtype=object), 'answer_start': array([209])}","{'split': 'train', 'model_in_the_loop': 'Combined'}"
a4587d1c6b072dba7ec32803374459aff54b9fee,Switzerland,"Switzerland was the last Western republic to grant women the right to vote. Some Swiss cantons approved this in 1959, while at the federal level it was achieved in 1971 and, after resistance, in the last canton Appenzell Innerrhoden (one of only two remaining Landsgemeinde) in 1990. After obtaining suffrage at the federal level, women quickly rose in political significance, with the first woman on the seven member Federal Council executive being Elisabeth Kopp, who served from 1984–1989, and the first female president being Ruth Dreifuss in 1999.","What, in regards to women voting, happened in the 71st year of the 20th century?","{'text': array(['at the federal level it was achieved'], dtype=object), 'answer_start': array([124])}","{'split': 'train', 'model_in_the_loop': 'Combined'}"
a0baeae9fbdb3d799e9f9816c4932fd4684db08f,Switzerland,"Similarly, the federal constitutional initiative allows citizens to put a constitutional amendment to a national vote, if 100,000 voters sign the proposed amendment within 18 months.[note 8] Parliament can supplement the proposed amendment with a counter-proposal, and then voters must indicate a preference on the ballot in case both proposals are accepted. Constitutional amendments, whether introduced by initiative or in Parliament, must be accepted by a double majority of the national popular vote and the cantonal popular votes.[note 9]",How does the constitution function?,"{'text': array(['Constitutional amendments, whether introduced by initiative or in Parliament, must be accepted by a double majority of the national popular vote and the cantonal popular votes'],
      dtype=object), 'answer_start': array([359])}","{'split': 'train', 'model_in_the_loop': 'Combined'}"
8a205dc7e7ac6348e6644064e1e0d409f99d02b5,Switzerland,"Apart from the United Nations headquarters, the Swiss Confederation is host to many UN agencies, like the World Health Organization (WHO), the International Labour Organization (ILO), the International Telecommunication Union (ITU), the United Nations High Commissioner for Refugees (UNHCR) and about 200 other international organisations, including the World Trade Organization and the World Intellectual Property Organization. The annual meetings of the World Economic Forum in Davos bring together top international business and political leaders from Switzerland and foreign countries to discuss important issues facing the world, including health and the environment. Additionally the headquarters of the Bank for International Settlements (BIS) are located in Basel since 1930.",What organization would deal with the Huawei corruption?,"{'text': array(['International Telecommunication Union'], dtype=object), 'answer_start': array([188])}","{'split': 'train', 'model_in_the_loop': 'Combined'}"
fc54fe7569e8f58cdd4fa122b454ce1aa12cb8cd,Switzerland,"In 2006, Switzerland approved 1 billion francs of supportive investment in the poorer Southern and Central European countries in support of cooperation and positive ties to the EU as a whole. A further referendum will be needed to approve 300 million francs to support Romania and Bulgaria and their recent admission. The Swiss have also been under EU and sometimes international pressure to reduce banking secrecy and to raise tax rates to parity with the EU. Preparatory discussions are being opened in four new areas: opening up the electricity market, participation in the European GNSS project Galileo, cooperating with the European centre for disease prevention and recognising certificates of origin for food products.",Which currently is used in Switzerland?,"{'text': array(['francs'], dtype=object), 'answer_start': array([40])}","{'split': 'train', 'model_in_the_loop': 'Combined'}"
5683478a7a2d7b3e768e62d8acf5441de0bb134f,Switzerland,"The cantons have a permanent constitutional status and, in comparison with the situation in other countries, a high degree of independence. Under the Federal Constitution, all 26 cantons are equal in status. Each canton has its own constitution, and its own parliament, government and courts. However, there are considerable differences between the individual cantons, most particularly in terms of population and geographical area. Their populations vary between 15,000 (Appenzell Innerrhoden) and 1,253,500 (Zürich), and their area between 37 km2 (14 sq mi) (Basel-Stadt) and 7,105 km2 (2,743 sq mi) (Graubünden). The Cantons comprise a total of 2,485 municipalities. Within Switzerland there are two enclaves: Büsingen belongs to Germany, Campione d'Italia belongs to Italy.",What five similarities do the cantons share?,"{'text': array(['status. Each canton has its own constitution, and its own parliament, government and courts'],
      dtype=object), 'answer_start': array([200])}","{'split': 'train', 'model_in_the_loop': 'Combined'}"
c62f6b1f638b6a0d1979ad5d744c32d8e1960ade,Switzerland,"In 2002 Switzerland became a full member of the United Nations, leaving the Vatican City as the last widely recognised state without full UN membership. Switzerland is a founding member of the EFTA, but is not a member of the European Economic Area. An application for membership in the European Union was sent in May 1992, but not advanced since the EEA was rejected in December 1992 when Switzerland was the only country to launch a referendum on the EEA. There have since been several referenda on the EU issue; due to a mixed reaction from the population the membership application has been frozen. Nonetheless, Swiss law is gradually being adjusted to conform with that of the EU, and the government has signed a number of bilateral agreements with the European Union. Switzerland, together with Liechtenstein, has been completely surrounded by the EU since Austria's entry in 1995. On 5 June 2005, Swiss voters agreed by a 55% majority to join the Schengen treaty, a result that was regarded by EU commentators as a sign of support by Switzerland, a country that is traditionally perceived as independent and reluctant to enter supranational bodies.","Which country, between Switzerland and Austria, joined The European Union circa 1995?","{'text': array(['Austria'], dtype=object), 'answer_start': array([863])}","{'split': 'train', 'model_in_the_loop': 'Combined'}"
c47ede31034d0121b5bdca6af378ec98359f97ef,Switzerland,"The most dense rail network in Europe of 5,063 km (3,146 mi) carries over 350 million passengers annually. In 2007, each Swiss citizen travelled on average 2,258 km (1,403 mi) by rail, which makes them the keenest rail users. The network is administered mainly by the Federal Railways, except in Graubünden, where the 366 km (227 mi) narrow gauge railway is operated by the Rhaetian Railways and includes some World Heritage lines. The building of new railway base tunnels through the Alps is under way to reduce the time of travel between north and south through the AlpTransit project.",What is the second distance given in the text in km,"{'text': array(['2,258 km'], dtype=object), 'answer_start': array([156])}","{'split': 'train', 'model_in_the_loop': 'Combined'}"
73b3e83838c4a71b4525a29286e2f24e4d3e00db,Philadelphia,"Philadelphia is also a major hub for Greyhound Lines, which operates 24-hour service to points east of the Mississippi River. Most of Greyhound's services in Philadelphia operate to/from the Philadelphia Greyhound Terminal, located at 1001 Filbert Street in Center City Philadelphia. In 2006, the Philadelphia Greyhound Terminal was the second busiest Greyhound terminal in the United States, after the Port Authority Bus Terminal in New York. Besides Greyhound, six other bus operators provide service to the Center City Greyhound terminal: Bieber Tourways, Capitol Trailways, Martz Trailways, Peter Pan Bus Lines, Susquehanna Trailways, and the bus division for New Jersey Transit. Other services include Megabus and Bolt Bus.",What are Greyhound's competitors?,"{'text': array(['Bieber Tourways, Capitol Trailways, Martz Trailways, Peter Pan Bus Lines, Susquehanna Trailways, and the bus division for New Jersey Transit. Other services include Megabus and Bolt Bus'],
      dtype=object), 'answer_start': array([542])}","{'split': 'train', 'model_in_the_loop': 'Combined'}"
078caefa5dca9bde2f83a83d74b802a58953d4f2,Philadelphia,"These immigrants were largely responsible for the first general strike in North America in 1835, in which workers in the city won the ten-hour workday. The city was a destination for thousands of Irish immigrants fleeing the Great Famine in the 1840s; housing for them was developed south of South Street, and was later occupied by succeeding immigrants. They established a network of Catholic churches and schools, and dominated the Catholic clergy for decades. Anti-Irish, anti-Catholic Nativist riots had erupted in Philadelphia in 1844. In the latter half of the century, immigrants from Russia, Eastern Europe and Italy; and African Americans from the southern U.S. settled in the city. Between 1880 and 1930, the African-American population of Philadelphia increased from 31,699 to 219,559. Twentieth-century black newcomers were part of the Great Migration out of the rural South to northern and midwestern industrial cities.","WHich immigrants came to Philadelphia first, Irish or Eastern Europe?","{'text': array(['Irish'], dtype=object), 'answer_start': array([196])}","{'split': 'train', 'model_in_the_loop': 'Combined'}"
2711459517bcce5c6584053a7800326040ba5c82,Philadelphia,"In 2010, 24.9 percent of households reported having children under the age of 18 living with them, 28.3 percent were married couples living together and 22.5 percent had a female householder with no husband present, 6.0 percent had a male householder with no wife present, and 43.2 percent were non-families. The city reported 34.1 percent of all households were made up of individuals while 10.5 percent had someone living alone who was 65 years of age or older. The average household size was 2.45 and the average family size was 3.20. In 2013, the percentage of women who gave birth in the previous 12 months who were unmarried was 56 percent. Of Philadelphia's adults, 31 percent were married or lived as a couple, 55 percent were not married, 11 percent were divorced or separated, and 3 percent were widowed.",Were there fewer households made up of individuals or households reporting having children?,"{'text': array(['households reported having children'], dtype=object), 'answer_start': array([25])}","{'split': 'train', 'model_in_the_loop': 'Combined'}"
ad2cb9fe14d5446e61b352d2eab2be85da155b9a,Philadelphia,"The Philadelphia dialect, which is spread throughout the Delaware Valley and South Jersey, is part of Mid-Atlantic American English, and as such it is identical in many ways to the Baltimore dialect. Unlike the Baltimore dialect, however, the Philadelphia accent also shares many similarities with the New York accent. Thanks to over a century of linguistics data collected by researchers at the University of Pennsylvania, the Philadelphia dialect under sociolinguist William Labov has been one of the best-studied forms of American English.[f]",What is fourth mentioned location?,"{'text': array(['Baltimore'], dtype=object), 'answer_start': array([181])}","{'split': 'train', 'model_in_the_loop': 'Combined'}"
63507f71000092169645ccc122101fb6e4683ac2,Philadelphia,"The area's many universities and colleges make Philadelphia a top international study destination, as the city has evolved into an educational and economic hub. With a gross domestic product of $388 billion, Philadelphia ranks ninth among world cities and fourth in the nation. Philadelphia is the center of economic activity in Pennsylvania and is home to seven Fortune 1000 companies. The Philadelphia skyline is growing, with several nationally prominent skyscrapers. The city is known for its arts, culture, and history, attracting over 39 million domestic tourists in 2013. Philadelphia has more outdoor sculptures and murals than any other American city, and Fairmount Park is the largest landscaped urban park in the world. The 67 National Historic Landmarks in the city helped account for the $10 billion generated by tourism. Philadelphia is the birthplace of the United States Marine Corps, and is also the home of many U.S. firsts, including the first library (1731), first hospital (1751) and medical school (1765), first Capitol (1777), first stock exchange (1790), first zoo (1874), and first business school (1881). Philadelphia is the only World Heritage City in the United States.",What is the evidence of Philadelphia's economic status in the state?,"{'text': array(['Philadelphia is the center of economic activity in Pennsylvania'],
      dtype=object), 'answer_start': array([278])}","{'split': 'train', 'model_in_the_loop': 'Combined'}"
cbbc9f658343990c9c39fd1b637e06613b1b11b9,Philadelphia,"Philadelphia's major science museums include the Franklin Institute, which contains the Benjamin Franklin National Memorial; the Academy of Natural Sciences; the Mütter Museum; and the University of Pennsylvania Museum of Archaeology and Anthropology. History museums include the National Constitution Center, the Atwater Kent Museum of Philadelphia History, the National Museum of American Jewish History, the African American Museum in Philadelphia, the Historical Society of Pennsylvania, the Grand Lodge of Free and Accepted Masons in the state of Pennsylvania and The Masonic Library and Museum of Pennsylvania and Eastern State Penitentiary. Philadelphia is home to the United States' first zoo and hospital, as well as Fairmount Park, one of America's oldest and largest urban parks.",What ivy league school has a museum in Philadelphia?,"{'text': array(['University of Pennsylvania'], dtype=object), 'answer_start': array([185])}","{'split': 'train', 'model_in_the_loop': 'Combined'}"
f29ceeadaddefb61f1b63137ef851297a95a9110,Philadelphia,"Southeastern Pennsylvania was assigned the 215 area code in 1947 when the North American Numbering Plan of the ""Bell System"" went into effect. The geographic area covered by the code was split nearly in half in 1994 when area code 610 was created, with the city and its northern suburbs retaining 215. Overlay area code 267 was added to the 215 service area in 1997, and 484 was added to the 610 area in 1999. A plan in 2001 to introduce a third overlay code to both service areas (area code 445 to 215, area code 835 to 610) was delayed and later rescinded.","Which area code was added to Southern Pennsylvania later, 215 or 610?","{'text': array(['610'], dtype=object), 'answer_start': array([231])}","{'split': 'train', 'model_in_the_loop': 'Combined'}"
e8f53b26a716ae270c2e859760a507bcaf12e467,Philadelphia,"Philadelphia's central city was created in the 17th century following the plan by William Penn's surveyor Thomas Holme. Center City is structured with long straight streets running east-west and north-south forming a grid pattern. The original city plan was designed to allow for easy travel and to keep residences separated by open space that would help prevent the spread of fire. The Delaware River and Schuylkill Rivers served as early boundaries between which the city's early street plan was kept within. In addition, Penn planned the creation of five public parks in the city which were renamed in 1824 (in parenthesis): Centre Square, North East Publick Square (Franklin Square), Northwest Square (Logan Square), Southwest Square (Rittenhouse Square), and Southeast Square (Washington Square). Center City has grown into the second-most populated downtown area in the United States, after Midtown Manhattan in New York City, with an estimated 183,240 residents in 2015.",Where is Logan Square located?,"{'text': array(['Center City'], dtype=object), 'answer_start': array([120])}","{'split': 'train', 'model_in_the_loop': 'Combined'}"
cd61e38aea2bf4ee81d42590b5c91b9782a81fcf,Indigenous_peoples_of_the_Americas,"Following years of mistreatment, the Taínos began to adopt suicidal behaviors, with women aborting or killing their infants and men jumping from the cliffs or ingesting untreated cassava, a violent poison. Eventually, a Taíno Cacique named Enriquillo managed to hold out in the Baoruco Mountain Range for thirteen years, causing serious damage to the Spanish, Carib-held plantations and their Indian auxiliaries. Hearing of the seriousness of the revolt, Emperor Charles V (also King of Spain) sent captain Francisco Barrionuevo to negotiate a peace treaty with the ever-increasing number of rebels. Two months later, after consultation with the Audencia of Santo Domingo, Enriquillo was offered any part of the island to live in peace.",How was the unrest solved?,"{'text': array(['Two months later, after consultation with the Audencia of Santo Domingo, Enriquillo was offered any part of the island to live in peace'],
      dtype=object), 'answer_start': array([600])}","{'split': 'train', 'model_in_the_loop': 'Combined'}"
68c203202f9b5c13d08976387199f5ca788e2842,Indigenous_peoples_of_the_Americas,"Indigenous genetic studies suggest that the first inhabitants of the Americas share a single ancestral population, one that developed in isolation, conjectured to be Beringia. The isolation of these peoples in Beringia might have lasted 10–20,000 years. Around 16,500 years ago, the glaciers began melting, allowing people to move south and east into Canada and beyond. These people are believed to have followed herds of now-extinct Pleistocene megafauna along ice-free corridors that stretched between the Laurentide and Cordilleran Ice Sheets.",What event gave the population of Beringia the chance to  travel?,"{'text': array(['the glaciers began melting'], dtype=object), 'answer_start': array([279])}","{'split': 'train', 'model_in_the_loop': 'Combined'}"
5e840402deac99f134ef0fdae7f2a1b3d9dab648,Indigenous_peoples_of_the_Americas,"Visual arts by indigenous peoples of the Americas comprise a major category in the world art collection. Contributions include pottery, paintings, jewellery, weavings, sculptures, basketry, carvings, and beadwork. Because too many artists were posing as Native Americans and Alaska Natives in order to profit from the caché of Indigenous art in the United States, the U.S. passed the Indian Arts and Crafts Act of 1990, requiring artists to prove that they are enrolled in a state or federally recognized tribe. To support the ongoing practice of American Indian, Alaska Native and Native Hawaiian arts and cultures in the United States, the Ford Foundation, arts advocates and American Indian tribes created an endowment seed fund and established a national Native Arts and Cultures Foundation in 2007.",Art from where is a large part of the world's art?,"{'text': array(['Americas'], dtype=object), 'answer_start': array([41])}","{'split': 'train', 'model_in_the_loop': 'Combined'}"
a43d361f60c60f76036fc48a47fc8dd1096d8e71,Indigenous_peoples_of_the_Americas,"According to both indigenous American and European accounts and documents, American civilizations at the time of European encounter had achieved many accomplishments. For instance, the Aztecs built one of the largest cities in the world, Tenochtitlan, the ancient site of Mexico City, with an estimated population of 200,000. American civilizations also displayed impressive accomplishments in astronomy and mathematics. The domestication of maize or corn required thousands of years of selective breeding.",What less modern city was mentioned?,"{'text': array(['Tenochtitlan'], dtype=object), 'answer_start': array([238])}","{'split': 'train', 'model_in_the_loop': 'Combined'}"
5cb52eefc01941f89d35be426d2b1b80d7a667cd,Indigenous_peoples_of_the_Americas,"The specifics of Paleo-Indian migration to and throughout the Americas, including the exact dates and routes traveled, provide the subject of ongoing research and discussion. According to archaeological and genetic evidence, North and South America were the last continents in the world with human habitation. During the Wisconsin glaciation, 50–17,000 years ago, falling sea levels allowed people to move across the land bridge of Beringia that joined Siberia to north west North America (Alaska). Alaska was a glacial refugia because it had low snowfall, allowing a small population to exist. The Laurentide Ice Sheet covered most of North America, blocking nomadic inhabitants and confining them to Alaska (East Beringia) for thousands of years.",West North America was blocked by?,"{'text': array(['The Laurentide Ice Sheet'], dtype=object), 'answer_start': array([595])}","{'split': 'train', 'model_in_the_loop': 'Combined'}"
ba4eb8c6e2773c45f7da0b473222ef059e8d01d5,Indigenous_peoples_of_the_Americas,"About five percent of the population are of full-blooded indigenous descent, but upwards to eighty percent more or the majority of Hondurans are mestizo or part-indigenous with European admixture, and about ten percent are of indigenous or African descent. The main concentration of indigenous in Honduras are in the rural westernmost areas facing Guatemala and to the Caribbean Sea coastline, as well on the Nicaraguan border. The majority of indigenous people are Lencas, Miskitos to the east, Mayans, Pech, Sumos, and Tolupan.","Which group represents a larger percentage of the population, those with indigenous or African descent or those with full-blooded indigenous descent?","{'text': array(['indigenous or African descent'], dtype=object), 'answer_start': array([226])}","{'split': 'train', 'model_in_the_loop': 'Combined'}"
6abc8f205b8041062ce187cd4a4ab65c4d268bc9,Department_store,"The middle up segment is mainly occupied by Metro Department Store originated from Singapore and Sogo from Japan. 2007 saw the re-opening of Jakarta's Seibu, poised to be the largest and second most upscale department store in Indonesia after Harvey Nichols, which the latter closed in 2010 and yet plans to return. Other international department stores include Debenhams and Marks & Spencer. Galeries Lafayette also joins the Indonesian market in 2013 inside Pacific Place Mall. This department store is targeting middle up market with price range from affordable to luxury, poised to be the largest upscale department store. Galeries Lafayette, Debenhams, Harvey Nichols, Marks & Spencer, Seibu and Sogo are all operated by PT. Mitra Adiperkasa.",A department store mogul in Indonesia is?,"{'text': array(['PT. Mitra Adiperkasa'], dtype=object), 'answer_start': array([726])}","{'split': 'train', 'model_in_the_loop': 'Combined'}"
235d3d731adf6bc07e26e6f220e8d94e524ba98d,Department_store,"After World War II Hudson's realized that the limited parking space at its downtown skyscraper would increasingly be a problem for its customers. The solution in 1954 was to open the Northland Center in nearby Southfield, just beyond the city limits. It was the largest suburban shopping center in the world, and quickly became the main shopping destination for northern and western Detroit, and for much of the suburbs. By 1961 the downtown skyscraper accounted for only half of Hudson's sales; it closed in 1986. The Northland Center Hudson's, rebranded Macy's in 2006 following acquisition by Federated Department Stores, was closed along with the remaining stores in the center in March 2015 due to the mall's high storefront vacancy, decaying infrastructure, and financial mismanagement.",Where did the majority of people in Detroit go to buy things?,"{'text': array(['Northland Center'], dtype=object), 'answer_start': array([183])}","{'split': 'train', 'model_in_the_loop': 'Combined'}"
764a1a9ec73a101a33f189ea91f8bba3eafd87df,Middle_Ages,"The various Germanic states in the west all had coinages that imitated existing Roman and Byzantine forms. Gold continued to be minted until the end of the 7th century, when it was replaced by silver coins. The basic Frankish silver coin was the denarius or denier, while the Anglo-Saxon version was called a penny. From these areas, the denier or penny spread throughout Europe during the centuries from 700 to 1000. Copper or bronze coins were not struck, nor were gold except in Southern Europe. No silver coins denominated in multiple units were minted.",What were coins minted of before silver?,"{'text': array(['Gold'], dtype=object), 'answer_start': array([107])}","{'split': 'train', 'model_in_the_loop': 'Combined'}"
d8167105288274d020a7dc2185303200cdb2ecf7,Middle_Ages,"From the early 12th century, French builders developed the Gothic style, marked by the use of rib vaults, pointed arches, flying buttresses, and large stained glass windows. It was used mainly in churches and cathedrals, and continued in use until the 16th century in much of Europe. Classic examples of Gothic architecture include Chartres Cathedral and Reims Cathedral in France as well as Salisbury Cathedral in England. Stained glass became a crucial element in the design of churches, which continued to use extensive wall-paintings, now almost all lost.","In what country was the use of rib vaults, pointed arches, flying buttresses and large stained glass windows first developed?","{'text': array(['France'], dtype=object), 'answer_start': array([374])}","{'split': 'train', 'model_in_the_loop': 'Combined'}"
060636b98e42f2a56b3feb98eb31e4d5021ec139,Middle_Ages,"The breakup of the Carolingian Empire was accompanied by invasions, migrations, and raids by external foes. The Atlantic and northern shores were harassed by the Vikings, who also raided the British Isles and settled there as well as in Iceland. In 911, the Viking chieftain Rollo (d. c. 931) received permission from the Frankish King Charles the Simple (r. 898–922) to settle in what became Normandy.[Q] The eastern parts of the Frankish kingdoms, especially Germany and Italy, were under continual Magyar assault until the invader's defeat at the Battle of Lechfeld in 955. The breakup of the Abbasid dynasty meant that the Islamic world fragmented into smaller political states, some of which began expanding into Italy and Sicily, as well as over the Pyrenees into the southern parts of the Frankish kingdoms.",Where did the southern parts of the empire come under attack?,"{'text': array(['Italy'], dtype=object), 'answer_start': array([473])}","{'split': 'train', 'model_in_the_loop': 'Combined'}"
0a4b9f8217d59ecb9e33b4e17bd8b1acf984a7f5,Middle_Ages,"During the early High Middle Ages, Germany was ruled by the Ottonian dynasty, which struggled to control the powerful dukes ruling over territorial duchies tracing back to the Migration period. In 1024, they were replaced by the Salian dynasty, who famously clashed with the papacy under Emperor Henry IV (r. 1084–1105) over church appointments as part of the Investiture Controversy. His successors continued to struggle against the papacy as well as the German nobility. A period of instability followed the death of Emperor Henry V (r. 1111–25), who died without heirs, until Frederick I Barbarossa (r. 1155–90) took the imperial throne. Although he ruled effectively, the basic problems remained, and his successors continued to struggle into the 13th century. Barbarossa's grandson Frederick II (r. 1220–1250), who was also heir to the throne of Sicily through his mother, clashed repeatedly with the papacy. His court was famous for its scholars and he was often accused of heresy. He and his successors faced many difficulties, including the invasion of the Mongols into Europe in the mid-13th century. Mongols first shattered the Kievan Rus' principalities and then invaded Eastern Europe in 1241, 1259, and 1287.",Why did the Ottonian dynasty get replaced by the Salian dynasty?,"{'text': array(['struggled to control the powerful dukes ruling over territorial duchies'],
      dtype=object), 'answer_start': array([84])}","{'split': 'train', 'model_in_the_loop': 'Combined'}"
eb0aca42d42b0f1ea79a0bf515eea2181057ce29,Middle_Ages,"The large external sculptural schemes of Early Gothic churches gave way to more sculpture inside the building, as tombs became more elaborate and other features such as pulpits were sometimes lavishly carved, as in the Pulpit by Giovanni Pisano in Sant'Andrea. Painted or carved wooden relief altarpieces became common, especially as churches created many side-chapels. Early Netherlandish painting by artists such as Jan van Eyck (d. 1441) and Rogier van der Weyden (d. 1464) rivalled that of Italy, as did northern illuminated manuscripts, which in the 15th century began to be collected on a large scale by secular elites, who also commissioned secular books, especially histories. From about 1450 printed books rapidly became popular, though still expensive. There were around 30,000 different editions of incunabula, or works printed before 1500, by which time illuminated manuscripts were commissioned only by royalty and a few others. Very small woodcuts, nearly all religious, were affordable even by peasants in parts of Northern Europe from the middle of the 15th century. More expensive engravings supplied a wealthier market with a variety of images.",Early Gothic churches had sculpture outside and?,"{'text': array(['inside'], dtype=object), 'answer_start': array([90])}","{'split': 'train', 'model_in_the_loop': 'Combined'}"
030e201b7cd4ee651ba1235b34f604c22d9a556d,Middle_Ages,"The Roman Empire reached its greatest territorial extent during the 2nd century AD; the following two centuries witnessed the slow decline of Roman control over its outlying territories. Economic issues, including inflation, and external pressure on the frontiers combined to make the 3rd century politically unstable, with emperors coming to the throne only to be rapidly replaced by new usurpers. Military expenses increased steadily during the 3rd century, mainly in response to the war with Sassanid Persia, which revived in the middle of the 3rd century. The army doubled in size, and cavalry and smaller units replaced the legion as the main tactical unit. The need for revenue led to increased taxes and a decline in numbers of the curial, or landowning, class, and decreasing numbers of them willing to shoulder the burdens of holding office in their native towns. More bureaucrats were needed in the central administration to deal with the needs of the army, which led to complaints from civilians that there were more tax-collectors in the empire than tax-payers.",How did leadership contribute to the problems?,"{'text': array(['emperors coming to the throne only to be rapidly replaced by new usurpers'],
      dtype=object), 'answer_start': array([324])}","{'split': 'train', 'model_in_the_loop': 'Combined'}"
7db884a531712b7bd83d5301907516d3f184181d,Middle_Ages,"Women in the Middle Ages were officially required to be subordinate to some male, whether their father, husband, or other kinsman. Widows, who were often allowed much control over their own lives, were still restricted legally. Women's work generally consisted of household or other domestically inclined tasks. Peasant women were usually responsible for taking care of the household, child-care, as well as gardening and animal husbandry near the house. They could supplement the household income by spinning or brewing at home. At harvest-time, they were also expected to help with field-work. Townswomen, like peasant women, were responsible for the household, and could also engage in trade. What trades were open to women varied by country and period. Noblewomen were responsible for running a household, and could occasionally be expected to handle estates in the absence of male relatives, but they were usually restricted from participation in military or government affairs. The only role open to women in the Church was that of nuns, as they were unable to become priests.",In what sectors could only men serve?,"{'text': array(['military or government'], dtype=object), 'answer_start': array([952])}","{'split': 'train', 'model_in_the_loop': 'Combined'}"
673e7382c6d042d60d86e984309346cb4d977933,Middle_Ages,"Few large stone buildings were constructed between the Constantinian basilicas of the 4th century and the 8th century, although many smaller ones were built during the 6th and 7th centuries. By the beginning of the 8th century, the Carolingian Empire revived the basilica form of architecture. One feature of the basilica is the use of a transept, or the ""arms"" of a cross-shaped building that are perpendicular to the long nave. Other new features of religious architecture include the crossing tower and a monumental entrance to the church, usually at the west end of the building.",A building material is?,"{'text': array(['stone'], dtype=object), 'answer_start': array([10])}","{'split': 'train', 'model_in_the_loop': 'Combined'}"
f4ab4c306e3b6054636e1a5d544319099a7c10a6,Middle_Ages,"Monastic reform inspired change in the secular church. The ideals that it was based upon were brought to the papacy by Pope Leo IX (pope 1049–1054), and provided the ideology of the clerical independence that led to the Investiture Controversy in the late 11th century. This involved Pope Gregory VII (pope 1073–85) and Emperor Henry IV, who initially clashed over episcopal appointments, a dispute that turned into a battle over the ideas of investiture, clerical marriage, and simony. The emperor saw the protection of the Church as one of his responsibilities as well as wanting to preserve the right to appoint his own choices as bishops within his lands, but the papacy insisted on the Church's independence from secular lords. These issues remained unresolved after the compromise of 1122 known as the Concordat of Worms. The dispute represents a significant stage in the creation of a papal monarchy separate from and equal to lay authorities. It also had the permanent consequence of empowering German princes at the expense of the German emperors.",With what event did the Investiture Controversy end?,"{'text': array(['Concordat of Worms'], dtype=object), 'answer_start': array([808])}","{'split': 'train', 'model_in_the_loop': 'Combined'}"
76739a900b45fd81f8c163739de48248e2b8b4dd,Middle_Ages,"The crusades were intended to seize Jerusalem from Muslim control. The First Crusade was proclaimed by Pope Urban II (pope 1088–99) at the Council of Clermont in 1095 in response to a request from the Byzantine Emperor Alexios I Komnenos (r. 1081–1118) for aid against further Muslim advances. Urban promised indulgence to anyone who took part. Tens of thousands of people from all levels of society mobilised across Europe and captured Jerusalem in 1099. One feature of the crusades was the pogroms against local Jews that often took place as the crusaders left their countries for the East. These were especially brutal during the First Crusade, when the Jewish communities in Cologne, Mainz, and Worms were destroyed, and other communities in cities between the rivers Seine and Rhine suffered destruction. Another outgrowth of the crusades was the foundation of a new type of monastic order, the military orders of the Templars and Hospitallers, which fused monastic life with military service.",When did the first Crusade end?,"{'text': array(['1099'], dtype=object), 'answer_start': array([450])}","{'split': 'train', 'model_in_the_loop': 'Combined'}"
